fraudulent,full_description
0,accounting product support representative us mi ann arbor 30000 50000 parishsoft llc formerly parish systems inc found 1998 fr david rosenberg technologist catechist music minister former deacon bill pressprich join company 2002 president ceo bring many year executive experience software company well service church today parishsoft mobile church management accounting system use parish nearly every u arch diocese 84 arch diocesan office parishsoft use agile development method release enhanced software web solution update throughout year new functionality enhancement new product drive largely customer input exciting opportunity work fast pace company provide church management software service 14 000 church faith base organization across country seek energetic service orient person support accounting software product look team player never stop learn thrive highly energize problem solve environment company offer business casual environment great ann arbor location job summary position accounting support team highly collaborative group goal help customer successful use accounting software book make sure software work properly primarily via phone email support directly interact end user offer future opportunity web training onsite training back end data manipulation proficient computer skill familiarity operating system setting power user ms office exceptional listening analytical skill great attention detail strong interpersonal write oral communication skill good organizational multi tasking skill demonstrate good understanding quality customer service ability provide efficient solution issue focus effort continuous improvement look way streamline process improve customer satisfaction seek take initiative time enjoy team player educationassociates bachelors degree business accounting accounting information systems computer science enrol related coursework experience experience necessary 1 3 year relate experience plus must eligible work u permanent resident green card holder us citizens plusesmicrosoft sql knowledge experienceexperience book non profit fund accounting environment basic programming knowledge profit sharing401k matchinghealth dental insurancetuition assitance full time entry level associate degree information technology services customer service support
0,brazil general manager br sp sao paulo 15000 30000 always look highly motivated founder type join grow need know core value every member team bring something unique table share value use intelligence without arrogancetake initiative execute tenaciouslyput team need ownrespect customer partner investor co workersfocus result never compromise qualitylive learn share discoverbe honest transparent goodnever ever give thing consider 1 hire entrepreneurial position entrepreneurial company mean need resourceful creative also follow process allow scale quickly 2 hire culture greatness look well round people willing commit wholeheartedly cause next couple year grow alongside company 3 massive opportunity right person startup life rollercoaster lead team experienced entrepreneur build sell multiple company opportunity upward mobility mobile majority tremendous willing put forth effort culture benefit secret work hard also strive create office environment line work play blur mean offer great perk help keep team healthy productive happy full medical dental chiropractic coverage even acupuncture daily company lunch cater plus snack drink days frequent team bond event company outing include occasional beach day unlimite pay vacation time trust hold accountable gym membership access facility la flexible work hour know 9 everyone stock option year want experience pride reward ownership referral bonus program last definitely least dog office bring furry friend feel free cuddle one mobile majority pup responsibility recruit take candidate interview processmanage office supply snack maintenance etc schedule meeting manage travelset conduct daily standup office united statesensure aspect clerical function appointment scheduling billing book keeping patient flow efficiently effectivelycollaborate head organization well personnelwork management team prepare annual capital operating budgetscreation maintenance cash flow forecastsmonth end closing activity preparation financial satement accordance gaap prepare board package management report ad hoc reportingtimely filing sale use taxis property taxis franchise taxis gsa taxesmanagement payable receivables include collection activity sometimes hand way time via management staffparticipate management meetingscommunication executives financial issuesoperation accounting softwaredevelopment tracking financial policy proceduresoversight facility issue building lease parking issue general office equipment facility security corporate insurancecoordination annual auditcoordination external preparer timely filing corporate returnsmaintain capitalization table include stock option grant stock compensation calculation convertible debt schedulescoordinate outside legal counsel promissory note capital building lease business agreement necessarypayroll processing oversight employee benefit program include health dental life 401k plan administrationprovide support funding amp activity due diligence financial modeling documentation review data mining etc hiring training management finance accounting staffthis position offer competitive start base salary huge bonus potential stock option amazing opportunity work experienced entrepreneur build fun fast paced company usthe mobile majority rapidly grow ad tech startup base santa monica ca office new york city san francisco chicago sao paolo ho chi min city honor best creative technology american association advertising agencies win best series los angeles venture association lead team experienced serial entrepreneur seek intelligent optimistic team member love learn grow people patent pende technology solve problem prevent brand real investment mobile advertising universal delivery across sdk creative canvas 1 1 audience matching goal next multi billion dollar ad tech company raise 21 business big brand world state farm insurance hershey clorox time warner cable name every member team bring something unique table share set core values use intelligence without arrogance take initiative execute tenaciously put team need respect customer partner investor co workers focus result never compromise quality live learn share discover honest transparent good never ever give good fit join team passionate happy entrepreneur look build new kind company people happy thriving bea early employee one fast grow company technology thing consider 1 hire entrepreneurial position entrepreneurial company mean need resourceful creative also follow process allow scale quickly 2 hire culture greatness look well round people willing commit wholeheartedly cause next couple year grow alongside company 3 massive opportunity right person startup life rollercoaster lead team experienced entrepreneur build sell multiple company opportunity upward mobility mobile majority tremendous willing put forth effort bilingual portuguese englishdual citizenship preferredthe ability personally perform area responsibility neededbachelor accounting prefer advanced degree cpa certification plusat least 5 year industry experience similar responsibilitiesproficiency microsoft office quickbooks accounting system applicationshiring supervision experiencepublic accounting experience would plusself starter ability multi task problem solvea genuine team spirit flexible attitude culture benefitsit secret work hard also strive create office environment line work play blur mean offer great perk help keep team healthy productive happy full medical dental chiropractic coverage even acupuncture daily company lunch cater snack days unlimited pay vacation time trust hold accountable gym membership access facility la occasional company hike flexible work hour know 9 everyonestock option year want experience pride reward ownership full time associate bachelor degree accounting accounting auditing operations
0,project administrator us mi detroit 21120 30000 ideal crm sale consulting firm focus customer relationship management specialize build implement high perform sale team increase productivity profitability business organization 50 year experience team develop proven repeatable system support industry lead technology improve profitability effectiveness approachwe invest time get know business design program align vision objective ensure success assess invest time get know business align requirement goalsimplement develop implement custom training program take sale marketing customer service team next level evaluate performance objective goal evaluate ensure success customer relationship management specialist company look hire project administrator telecommute position candidate must comfortable work homes location virtual home responsibility plan financial budget necessary resource projectcoordinating team member frequently update regard work progressmonitore progress project acknowledge team suggestionsmeete client deadline high school diploma equivalentadvanced knowledge ms officeadvanced knowledge url 8d92932a488fb7e172d73a0f6813d06d464f1f03705d2825f86b2c7947d60a86 advance knowledge project management tools compensation 11 hourlybonusespto pay holidays full time entry level high school equivalent marketing advertising marketing marketing
0,risk officer gb gbn london 40000 50000 marketinvoice one high profile london base fin tech company company europe lead p2p invoice finance platform allow sme quickly flexibly sell invoice release critical work capital process mission marketinvoice modernise way sme finance work capital fund growth seek bring much need innovation banking industry much way online retailer disrupt high street join diverse multi talented fast grow team passionate use technology help business access funding change world business finance risk officer responsible assess manage risk involve provide funding sme involve set monitor credit limit perform suitability anti fraud check sme applicant well contribute evolution company risk management strategy successful applicant keen interest risk management within finance strong communication skill ideally 2 3 year experience relevant role within risk assessment portfolio risk management banking area finance responsibility onboarding amp diligence process sme application funding assess suitability applicant marketinvoice product make accept decline decision base identify risksportfolio management set credit limit pricing loan value rate base relative riskiness sme applicant monitor riskiness portfolio base report event evolution credit score sme clientsanti fraud identify potential fraud risk perform verification spot check mitigate risk use judgement determine desire depth anti fraud investigation range clientsproduct strategy contribute risk management strategy operation fine tuning marketinvoice scoring system help create scalable system risk management anti fraud measure keen interest sme finance credit risk management anti fraudgood judgement ability multi task across multiple accountsat least 2 3 year experience risk management anti fraud invoice finance underwriting similar area major bonusstrong communication interpersonal skillsability work deliver result limited supervision full time basic salary 40 000 50 000 plus performance bonuscash equity incentive structure full time associate bachelor degree financial services finance financial
0,consultant us ca los angeles 48000 57600 ideal crm sale consulting firm focus customer relationship management specialize build implement high perform sale team increase productivity profitability business organization 50 year experience team develop proven repeatable system support industry lead technology improve profitability effectiveness approachwe invest time get know business design program align vision objective ensure success assess invest time get know business align requirement goalsimplement develop implement custom training program take sale marketing customer service team next level evaluate performance objective goal evaluate ensure success location virtual home responsibility research analyze basic complex issue surround client sale process system strategy resource tool compensation marketing business development area relate client sale operationsconducting organizational audits assessment evaluate implement procedure optimize client sale forcemake recommendation improve sale process efficiency practicessimulating testing process improvementscommunicate change provide high level training impact business unit qualification bachelor degree business administration marketing 10 year management consult experiencefamiliarity variety industry telecommunications financial servicesdeep understanding business practice proceduresknowledge crms sale marketing automation toolsstrong analytical skill compensation 25 30 hourly full time mid senior level bachelor degree marketing advertising marketing marketing
0,loan officer us nj trenton 40000 50000 intersect fund nonprofit organization empower entrepreneur build strong business generate income build asset spark dramatic social change community office newark nj new brunswick nj san francisco ca position summary intersect fund seek qualified microfinance loan officer work independently perform outside sale build excellent customer relationship generate qualified loan application meet exceed monthly sale quota business loan 25 000 qualified candidate demonstrate ability sale small business cover geographic territory establish presence within community generate referral source lead meet intersect fund lending criterion mission intersect fund target market focus informal cash base business credit limited documentation unable obtain business financing elsewhere position report vice president lending team work closely lending team meet loan portfolio management metric team objective relate impact portfolio quality strong team dynamic key responsibility work independently field target neighborhood build alliance referral base among small business business association community partner participate community eventsmeet small business place business generate qualified loan application meet lending criterion intersect fund missionefficiently process complete application package include screen package product guideline require document enter processing loan system gather require document close application approval decline within target timeframeprovide technical assistance business owner review loan application tax return bank statement reference credit report employment income verification collateralmake decisive loan recommendation clearly articulate make compelling case loan decision appropriate approval authoritiesmonitor collect portfolio loan within define territory include visit client regularlyprovide excellent customer service fast turn around time build client trust intersect fund brand reputation ideal candidate possess follow quality fluent spanish5 year experience live work new jersey urban centerdemonstrate ability meet exceed monthly goalsdemonstrated self starter go beyond job description make sure goal achievedstrong analytical math auditing skill willingness use qualitative quantitative datum decision makingcollection experience preferredworke knowledge excel require desire ability learn software program manage loan portfoliovehicle ability travel around central nj area daily basisability thrive entrepreneurial team oriented mission driven environmentdemonstrated interest mission value intersect fund outside sale position require daily local travel visit client valid driver license vehicle insurance base salary comission 50 000 first year depend experiencehealth insurance pay 100 employee premium 403 b retirement saving plan generous employer matcha flexible spending accountyou issue iphone unlimited minute texting apple laptop portable scanner business usea corporate credit card business expense full time applicable unspecified financial services sales lending
0,telemarkete professional us wilmington 30000 70000 family run business operation nearly 40 year value long term relationship want team member treat like family strong believer deal deal change pay plan crush want teammate enjoy mutual success put dealership first everything mean ownership associate need team number one locate wilmington 15 mile downtown boston great town great people primary market area 255 000 people mean plenty people help transportation need bill dube hyundai wilmington outside boston grow hyundai dealer build team drive professional desire culture constant personal professional growth climate accountability directly challenge drama entitlement gossip reward enthusiasm integrity team play manager take responsibility daily training coaching take responsibility learn new thing improve professional skill value people posse follow trait positive energyintegrityhonestycompassionloyaltystrong sense teamdesire satisfy delight coworker customershigh level enthusiasmdesire constantly improvehigh standardsdesire achieve next levelwhat value teammate feel entitledteammate thrive dramateammate like gossipteammate reliable come grow explode internet sales deptartment part cut edge team professional care compassionete yet competetive job everyone rewarding look great career prefer promote within whenever possible mean abundant opportunity future position require flexibility someone willing work night 8pm well weekend answer sale call well respond internet lead make outbound call cold calling skill require work knowledge google docsgood verbal write communication skillsdesire control incomeself motivatorability work team compensation 10 00 per hour plus commision commission typically 10 15 per hour skilled person medical dental vision 401 k profit sharing short amp long term disability medical flexible spending account amp pay vacations flexible 5 day work weeks family operate excellent reputation community 40 years ongoe training development equal opportunity employer pre employment background check full time applicable unspecified automotive customer service bdc
0,sales representative us mn cottage grove 28000 42000 modern automotive performance growth orient ecommerce manufacture company base cottage grove minnesota automotive performance passion please check available position submit application today sales representative integral part mission enhance customer experience throughout automotive performance industry responsibility revolve around product sale variety communication channel include email phone instant messenger support help desk etc excel role typically previous sale experience diverse automotive background superb organizational skill proficiency regard computer technology automotive backgroundprevious sale experiencecommitte provide superior customer serviceproficient computer technology health insurance 90 day employment paid time one year employment quarterly incentivesproduct discountrestricte use facility full time associate high school equivalent automotive sale sale
0,ft principal design engineer us marlborough 0 1000 intrinsix specialize development complex high integration semiconductor provide product development outsourcing world lead electronic system company distribute global presence drive customer time market requirement via unparalleled capability local support found 1986 intrinsix work 800 semiconductor system design project application wireless networking digital medium since inception business engagement range complete turnkey electronic product design subsystem design soc embed system individual asic fpga insourcing outsourcing engagement available believe risk reward share partnership motivate company strive excellence intrinsix focus provide electronic design rather sell licensing product allow maintain independence necessary make good unbiased technical recommendation customer maintain strong non competitive relationship ip eda silicon provider design center connect one another high speed intranet project manager developer use state art design collaboration environment design support complex electronic product design flow intrinsix corp continue investment collaboration infrastructure provide customer benefit immediate access expert tailor specific project need consider environment intellect imagination achievement recognize reward intrinsix work talented ic designer industry work diverse mix hot company use late design technique digital mixed signal analog rf circuit system put career cut edge technology project like terabit router atm switch digital video embed system ip design reuse deep submicron much principal design engineer marlborough url fe1bd712f9d4d34b5653986ee7a6746f0b00f5edbaf0b1cd5eb394ca464d7a32 job post url 4bfbe9df5b9c4f0f5ff1ae8cfecfa45cc7bd01e076d051ca709e981035c887bb principal design engineer pde candidate provide hand technical design leadership individual contributor asic soc fpga project candidate responsible contribute phase asic soc fpga development start creation architectural specification asic soc fpga sign qualifications 10 year experience high speed asic soc fpga development previous experience asic soc fpga design lead proficient verilog experience wide variety asic fpga vendor technology significant experience synopsys synthesis static timing analysis dft asic vendor sign methodology knowledge embed processor architecture experience write technical specification verification experience big plus bsee require applicant must legal authority permanently work u none full time mid senior level bachelor degree semiconductors engineering engineering
0,human resources manager th 10 bangkok 50000 80000 smart search deliver executive search solution tailor global organization commit greater thailand market commit secure good fit executive talent lead manoeuvre global business constantly change dynamic south east asia client multinational architectural interior design firm office across 55 country north america australia europe asia establish north america early 1990 client highly regard world top design firm client spread across hospitality commercial residential sector throughout world due recent reorganization thailand operation client seek experienced hr manager lead thailand office operation human resources report regional hr director base abroad responsible administer client hr support development activity thailand main responsibility oversee full hr administration thailand office oversees thailand base business unit check verify monthly payroll change thailand point contact overall charge thailand hr matter overseas international relocation thailand responsible recruitment thailand regardless business unit oversee hr activity thailand develop review implement human resource policy procedure accordance legal statutory requirements ensure development implementation monitoring competitive compensation benefit package ensure company able attract retain motivate employeesbe local expert local hr team member qualification qualified bachelor degree hrm related subjectat least 8 year hrm management experience multinational company preferably thai national expatriate good command englishproven experience recruitment human resources development practice thai nationals welcome apply full time mid senior level bachelor degree design management management
0,production engineer nz 65000 75000 powerbyproxi customer lead revolution deliver unplugged power change way electricity deliver hostile industrial environment also develop wireless charge technology consumer electronic impressive portfolio client consist electronic heavyweight around world powerbyproxi spin university auckland 2007 commercialize cut edge research undertake internationally acclaim scientist engineer pioneer design development turnkey wireless power solution powerbyproxi eliminate need physical frictional power connection provide customer unplugged solution solve continuity delivery maintenance pain point create unique competitive advantage deliver significant cost saving secure product design win powerbyproxi customer lead revolution deliver unplugged power powerbyproxi spin university auckland 2007 commercialize cut edge research undertake internationally acclaim scientist engineer change way electricity deliver hostile industrial environment hostile condition result wet dirty environment move application power cable physical connector problematic expensive unreliable also develop wireless charge technology consumer electronic impressive portfolio client consist electronic heavyweight around world pioneer design development turnkey wireless power solution powerbyproxi eliminate need physical frictional power connection provide customer unplugged solution solve continuity delivery maintenance pain point create unique competitive advantage deliver significant cost saving secure product design win production engineer work part grow production operations team design jig use production testing wireless power device responsibility develop production jig fixture tool use contract manufacturer produce consumer industrial electronic device also develop automate jig fixture improve efficiency system testing integration team perform follow duty create propose business case jig tool improve production efficiency discuss hardware team jig need design verification build communicate vendor supplier regard tooling assist ordering tooling design assemble commission test jigsdocument production process maintenance manual jig tooling train operator equipment new process assist quality engineering project datum collection initiate process improvement correspond documentation promotes maintain open communication throughout company uphold safety quality company policy work overtime need ensure documentation keep date file systematically skill qualifications proficient follow area circuit testing jigssolidworksautomation experience desirable experience production process documentationexperience follow area would desirable coil winding machine injection moulding die casting solder wave smt stencil mechanical equivalentstrong knowledge production cost driver experience manage high volume production leverage global supply chain opportunity work one exciting high tech company globally turn science fiction accessible technology hire good wireless power technology field globally someone highly motivated develop career power electronic industry wish become subject matter expert field great opportunity advance career work culture collegial collaborative truly celebrate success grow production operations team access advance tool require carry work apply please submit application copy resume click apply candidate immediate eligibility work new zealand consider full time mid senior level bachelor degree electrical electronic manufacturing engineering engineering
0,designer augmented reality mobile gb lnd london 23000 32000 augment reality job go one blippar hard beat rapidly expand creative startup forefront brand new industry work offer real opportunity shape innovative technology way people use like work imaginative people think outside box love people throw whole box away build something completely new bright open centrally locate office energetic environment burst collaborative idea boundless enthusiasm aside part exciting drive super friendly team nurture talent help grow blippar find plenty tangible benefit include weekly free lunch evening drink olive office dog also work intimately start world big brand coca cola nestle conde nast p amp g jaguar young grow company spearhead exciting augment reality industry big perk creative control afford whether part design tech commercial marketing team think people amazing want stick around look amazing digital designer join blippar come help design build awesome augment reality experience one world fast grow image recognition platform report lead creative london give unparalleled creative freedom design build blipp world big forward think brand understand platform capability leverage skill designer brand proprietary asset come new exciting way utilise blippar platform create mobile game work advertising campaign primary role design blipp augment reality experience client wish use blippar amazing potential advertising platform expect artistic vision hand skill need create design project course give plenty training ability formulate innovative idea run help flourish exciting challenge creative minded designer background build interactive experience portfolio exciting project history work big brand would great vital mind come long portfolio amazing work love work fast pace environment ideally excellent portfolio digital projectsconfidence use adobe creative suitean understanding interactive mobile game designan understanding emerge technology across mobile wearable arinnovative creative flaira passion make amazing digital experience designer blippar offer creative freedom invite creative session actively encourage express creative vision value idea value creative input bright open centrally locate office energetic environment burst collaborative idea boundless enthusiasm grow company spearhead exciting augment reality industry big perk creative freedom control afford genuine opportunity shape brand new medium way people world use work closely start world lead brand medium agency publisher educator include pepsi warner brothers procter amp gamble conde nast disney coca cola develop creative augment reality solution global powerhouse across full spectrum industry never active imagination something value particularly highly blippar senior management team dedicate hand approachable people nurture talent encourage development idea believe key continued success story platform part blippar close knit passionate forward think team afford plenty potential learn get involve section business creative tech company offer spectacular marketing solution client area touch upon life blippar steep learning curve ideal ambitious candidate wish push completely uncharted territory also offer competitive packagesgreat benefit share schemeemployee incentive schemeflexible work environmentweekly beer free lunchesour office dog london international travel opportunitieschance develop groundbreaking techwork state art hardware softwareaccess new wearable include google glassa challenge change worldchance shape new industrycreative freedom controlexperience mobile operate systemscollaborative opportunity huge brandsplease apply detail role check career page detail opportunity work full time associate bachelor degree internet design creative services
0,business development associate us fishers 45000 65000 bluebridge create team people passionate organization way effective technology make strong well connected technology move quickly business tend move slowly either place organizational chart often face modest budget bluebridge empower organization straightforward affordable tool help connect customer prospect bluebridge build revolutionary platform allow organization regardless size create mobile app meet consumer gadget carry pocket bag every day bluebridge provide engaging direct marketing channel connect individual encourage interact brand fresh new way bluebridge one fast grow mobile app development company midw bluebridge help convention visitor bureaus college church organization grow strengthen community visually compelling full feature mobile app member sales team bluebridge ambassador represent good product industryplay instrumental part bluebridge rapid business growthanalyze industry opportunity research sale opportunity present qualified opportunity sale teamhunt new business opportunitieswork effectively marketing establish digital print campaignslead market research industry become expert need customer segmentcontact qualify prospect base specific criteriause metric crm system track success lead generation strategy marketing campaign generate new business opportunity phone email social prospectingmeet exceed monthly quarterly activity targetsmanage track high volume activity accuratelyset manage mail send call schedule campaignreport lead generation metric sale representativeassist sale rep close deal health insurance dental vision availablecompany phone plan amp quarterly bonus base performanceflexible work arrangement base performancegrowth amp leadership opportunitiesculture award win high growth mobile tech company full time entry level bachelor degree internet sale sale
0,customer service representative us il chicago 25000 35000 envision remodeling co home remodeling contractor company locate great michigan area provide homeowner high quality custom home remodeling service home renovation service build business around four core principal integrity honesty workmanship guarantee excellence pleasure earn reputation old fashioned way hard work honesty steadfast commitment provide quality product customer much customer experience part custom home remodeling service base many year renovation contractor experience consistently clean job site creative pragmatic home remodeling solution even challenging situation meeting exceed homeowner expectation proud result ethic professionalism highly skilled home remodeling craftsman train experienced well beyond industry standard expert use efficient construction method help customer feel comfortable home construction help customer select good durable home remodeling product available market pre plan entire home remodeling project advance envision remodeling co provide homeowner business owner creative reliable design build general contracting service since 1991 unwavere commitment integrity excellence give customer completely different experience homeowner use partner envision remodeling co receive impeccable attention detail premium service safe place dream realize offer affordable quality commercial residential home renovation solution build reputation one project time need add new addition home renovate place business envision remodeling co company choose design build work home renovation home repair project offer combination quality building material superior design every detail meticulously craft every enhancement select seamlessly add create customize new living space uniquely ultimate goal living space work space feel right home hundred satisfied customer refer friend family time time let envision remodeling co make remodeling dream come true people person love help may good fit customer service representative position customer service representatives receive call customer want make account change update account information payment information etc telecommute position must comfortable work home little supervision home computer reliable internetbasic computer skillsgood phone voicea quiet place home work weekly payptopaid holidays401 k full time entry level high school equivalent construction customer service customer service
0,appointment setter us ny new york 30000 50000 envision remodeling co home remodeling contractor company locate great michigan area provide homeowner high quality custom home remodeling service home renovation service build business around four core principal integrity honesty workmanship guarantee excellence pleasure earn reputation old fashioned way hard work honesty steadfast commitment provide quality product customer much customer experience part custom home remodeling service base many year renovation contractor experience consistently clean job site creative pragmatic home remodeling solution even challenging situation meeting exceed homeowner expectation proud result ethic professionalism highly skilled home remodeling craftsman train experienced well beyond industry standard expert use efficient construction method help customer feel comfortable home construction help customer select good durable home remodeling product available market pre plan entire home remodeling project advance envision remodeling co provide homeowner business owner creative reliable design build general contracting service since 1991 unwavere commitment integrity excellence give customer completely different experience homeowner use partner envision remodeling co receive impeccable attention detail premium service safe place dream realize offer affordable quality commercial residential home renovation solution build reputation one project time need add new addition home renovate place business envision remodeling co company choose design build work home renovation home repair project offer combination quality building material superior design every detail meticulously craft every enhancement select seamlessly add create customize new living space uniquely ultimate goal living space work space feel right home hundred satisfied customer refer friend family time time let envision remodeling co make remodeling dream come true home remodeling company look people join team appointment setters appointment setters receive transfer call sales team set consultation remodeling appointment customer telecommute position candidate must comfortable work home must able work little supervision candidate role must good communication skill basic computer skill knowledge microsoft word amp excel amp ability pay attention detail high hourly pay pay weekpaid holidays401 kpto full time entry level high school equivalent construction administrative administrative
0,administrative assistant lead pastor us mi grand rapids 15000 17000 edge multicultural ministry commit reach urban hip hop culture mind body spirit edge plant kentwood community church fall 2009 plant mission church reach people walk life look hope future community become family many context high energy saturday night session fill hip hop r amp b music authentic people fellowship location become second home many building open day week entire community hold bible study tutor work music studio video production room hang together watch movie past three year see unbelievable social spiritual change occur life attend church community ministry past three year hundred people come know jesus lord result god midst edge pay 15 000 17 000type 30 hrs per week position purpose provide high level support senior pastor wide range activity performance administrative ministerial responsibility interact staff congregational member community general administrative duty also involve essential cheerful pleasant care christ like spirit good sense humor ability effectively work wide spectrum people asset key accountabilities administrative support booking meeting ect 40 general office amp building use coordination manage facility team office supplies staff days staff receipts 10 denominational reporting 5 news letters mailings gift entries manage mailing list send news letter 5 oversee connections ministry 10 general church communications fb website printed 10 must bear believer mature relationship christ must show faithful pursuit leadership characteristic list 1 url 00ccf6bb20e20e5e9993864408eb928d9db51cf673ec398a962d81ee3f56a408 must agree theological position wesleyan church edgeability prioritize multi task project assignment use good time management skill fast pace environment sometimes pressure remain flexible proactive resourceful efficient high level professionalism confidentiality crucial role possess helpful cheerful diplomatic caring servant attitude allwell organize flexible adaptableenjoy administrative challenge support senior pastor church daily performance duty functionsserve gatekeeper senior pastor ensure people help serve friendly christ center manner handle travel plan preparation preach speak ministry engagementsaid preparation meeting event production document handout report order meal reminder etc request senior pastormaintain various type file database senior pastor churchreview draft senior pastor correspondence answer mail compose letter directedbe responsible heavy calendar management coordination require interaction person internal externalserve church principal administrative supply coordinator order maintain distribute administrative supply ensure adequate supply hand consults ministry leader identify define leader need requirement relative space need church may run errand senior pastor must strong writing verbal communication skill strong decision make ability attention detailmust effective time management skillsmust demonstrate strong work knowledge computer proficiency software program include microsoft office application powerpoint outlook access publisher excel database system use internetmust heart ministry edge people church family edge value add flexible work environmentconstant leadership development opportunitiesmentorship specialist urban ministry1 week pay vacationhonor system sick personal days 1000 00 salary fund raise match annually fund raise training part time associate associate degree religious institutions administrative pastoral support
0,marketing intern gr athens 0 0 daily secret one fast grow digital medium brand premium audience around world serve 1 8 million subscriber every day cover 35 market signature daily email newsletter reveal coveted bar restaurant shop around local secret integrate brand around passion point headquarter new york ny athens greece daily secret back lead medium investor greycroft partners eventures ronald lauder dick parsons andy russell learn visit url e830679f90409d3a40bc46c9110e3c627418d0bff3a005f2a78539860ed584c2 daily secret seek two marketing interns join team athens greece position work closely together editorial marketing customer success team execute track marketing campaign ideal candidate passionate daily secret brand eager learn basic digital marketing prior experience require must tech savvy great team player ready roll sleeve responsibility work editorial marketing counterpart implement marketing campaign user acquisition advertising clientsmanage daily secret social medium presenceproduce regular campaign report base analysis proprietary dataprovide support customer success team need strong academic backgrounddemonstrate interest digital marketingproven track record work well teamsexcellent interpersonal communication skill write verbal highly adaptable enjoy learn new technology platformsmust enjoy appreciate collaborative fast pace deadline drive work environmentbelieve company value much offer first hand experience fast grow global digital medium startupthe opportunity expand skill set digital mediadaily exposure reader around world passionate secretsintelligent colleague take pride worka full fridge jazz full time internship bachelor degree internet marketing marketing sale
0,lead designer us ny new york 80000 120000 recombine provide clinical genetic testing carriermap first product create recombine comprehensive cost effective clinical genetic test currently provide thousand patient around world network physician company found expert fertility clinical genetic bioinformatic computer science bring together one goal mind improve health outcome base actionable responsible genetic testing recombine advance personalized medicine translate development field genomic computer science cost effective cut edge genetic diagnostic develop new product way ethically upstanding medically meaningful clinically actionable practically useful patient provider recombine look talented designer help visualize future geonomic bioinformatic must develop aesthetic taste distinctive admire ready lead design team within world class team engineer doingconcept implement visual language url 4a8513e3fbedd61080590a44f5a885da5e120b4dd77f89ea9474ea697711c310 develop pixel perfect photoshop compscreate advance site wide style guidesstoryboard prototype ux experienceshelp create evolve brand diverse portfolio exhibit excellent use typography color imagery graphic elementsknowledge front end markup html css jquery otherstrong sketch skillsimage compression well practicesfull knowledge adobe csinformation design skillsyou unpackage least one apple productbfa mfa equivalent industry experience participate contribute environment collaboration amp cross domain expertise genomic computer science medicine data science finance clinical genetic help drive industry forward improve healthcare comprehensive benefit package include health insurance matching 401 k group outing lunch happy hour co worker inspire every day full time director unspecified biotechnology design design
0,public relations manager us ca irvine 60000 80000 happyfox young startup bring happiness quotient support team help company transform customer support team good great offering include help desk ticketing system self center support center knowledge base forum social medium support management info check url 7fe95ca462a848b79ff7744e7d9d59c2b6814caf76ccea2db2eb1cec5090c67f happyfox young web saas startup bring happiness quotient support team help company transform customer support team good great happyfox rank among top 3 perform help desk software market base g2crowd review grid top 25 business app getapp ranking public relations manager happyfox responsible forestablish connection maintain relationship journalist medium influencerscommunicate effectively happyfox feature value proposition position market research monitor key market behavior identify pr opportunitiesmonitor brand value quotient feedback market web social medium word mouthdeveloping press material include new release place advertisement backgrounder pitch letter medium alertsmonitor report metric include brand awareness brand impression lead generatedwork closely internal stakesholder like marketing sale product management manage several event like release schedule campaign go market etc research compile maintain medium list editorial calendarsable secure speak opportunity authoritative content post popular publication 5 year experience relevant pr prove track record take young brand medium many timesgreat exist network journalist blogger industry influencersexcellent writing verbal communication networking interpersonal skillsstrong understanding market saas business marketing processesinternet savvy active google twitter facebook blogs mustan excellent story teller competitive paycasual creative work environment contract associate bachelor degree information technology services public relations pr
